"Response ID","Date submitted","Last page","Start language","Seed","Date started","Date last action","Which field of science are you working with?","What is your highest degree?","What is your country of birth?","In which countries did you study? [Country of study]","In which countries did you study? [Additional Country of study]","In which countries did you study? [Additional Country of study]","In which countries did you work? [Country]","In which countries did you work? [Additional Country]","In which countries did you work? [Additional Country]","In which country are you currently working?","What is your current position? [student]","What is your current position? [doctoral student]","What is your current position? [postdoc]","What is your current position? [professor]","What is your current position? [scientific researcher]","What is your current position? [industrial researcher]","What is your current position? [currently not in research]","What is your current position? [Other]","What is your age?","Select all areas in which you faced problems regarding cultural aspects. [Religion]","Select all areas in which you faced problems regarding cultural aspects. [Clothing]","Select all areas in which you faced problems regarding cultural aspects. [Name Changing]","Select all areas in which you faced problems regarding cultural aspects. [Infrastructure of the workplace]","Select all areas in which you faced problems regarding cultural aspects. [Others]","Description (optional):","At which stage did you face the problem? [Studying]","At which stage did you face the problem? [As doctoral student]","At which stage did you face the problem? [After my doctoral degree]","Did you solve the problem?","How?","Description (optional):","At which stage did you face the problem? [Studying]","At which stage did you face the problem? [As doctoral student]","At which stage did you face the problem? [After my doctoral degree]","Did you solve the problem?","How?","Description (optional):","At which stage did you face the problem? [Studying]","At which stage did you face the problem? [As doctoral student]","At which stage did you face the problem? [After my doctoral degree]","Did you solve the problem?","How?","Description (optional):","At which stage did you face the problem? [Studying]","At which stage did you face the problem? [As doctoral student]","At which stage did you face the problem? [After my doctoral degree]","Did you solve the problem?","How?","Description (optional):","At which stage did you face the problem? [Studying]","At which stage did you face the problem? [As doctoral student]","At which stage did you face the problem? [After my doctoral degree]","Did you solve the problem?","How?","Select all areas in which you faced problems regarding personal aspects. [Hormones/ Period]","Select all areas in which you faced problems regarding personal aspects. [Personal life planning]","Select all areas in which you faced problems regarding personal aspects. [More responsibilities (e.g. parenting/ housekeeping/elder care/ ...)]","Select all areas in which you faced problems regarding personal aspects. [During/ after pregnancy]","Select all areas in which you faced problems regarding personal aspects. [Others]","Description (optional):","At which stage did you face the problem? [Studying]","At which stage did you face the problem? [As doctoral student]","At which stage did you face the problem? [After my doctoral degree]","Did you solve the problem?","How?","Description (optional):","At which stage did you face the problem? [Studying]","At which stage did you face the problem? [As doctoral student]","At which stage did you face the problem? [After my doctoral degree]","Did you solve the problem?","How?","Description (optional):","At which stage did you face the problem? [Studying]","At which stage did you face the problem? [As doctoral student]","At which stage did you face the problem? [After my doctoral degree]","Did you solve the problem?","How?","Description (optional):","At which stage did you face the problem? [Studying]","At which stage did you face the problem? [As doctoral student]","At which stage did you face the problem? [After my doctoral degree]","Did you solve the problem?","How?","Description (optional):","At which stage did you face the problem? [Studying]","At which stage did you face the problem? [As doctoral student]","At which stage did you face the problem? [After my doctoral degree]","Did you solve the problem?","How?","Select all areas in which you faced problems regarding problem at work aspects. [Equality]","Select all areas in which you faced problems regarding problem at work aspects. [Insufficient support regarding equality]","Select all areas in which you faced problems regarding problem at work aspects. [Collaborations with men]","Select all areas in which you faced problems regarding problem at work aspects. [Infrastructure of the workplace]","Select all areas in which you faced problems regarding problem at work aspects. [Others]","Description (optional):","At which stage did you face the problem? [Studying]","At which stage did you face the problem? [As doctoral student]","At which stage did you face the problem? [After my doctoral degree]","Did you solve the problem?","How?","Description (optional):","At which stage did you face the problem? [Studying]","At which stage did you face the problem? [As doctoral student]","At which stage did you face the problem? [After my doctoral degree]","Did you solve the problem?","How?","Description (optional):","At which stage did you face the problem? [Studying]","At which stage did you face the problem? [As doctoral student]","At which stage did you face the problem? [After my doctoral degree]","Did you solve the problem?","How?","Description (optional):","At which stage did you face the problem? [Studying]","At which stage did you face the problem? [As doctoral student]","At which stage did you face the problem? [After my doctoral degree]","Did you solve the problem?","How?","Description (optional):","At which stage did you face the problem? [Studying]","At which stage did you face the problem? [As doctoral student]","At which stage did you face the problem? [After my doctoral degree]","Did you solve the problem?","How?","The challenges you face during publications and technical input sharing. [Do get limited opportunities to share your ideas]","The challenges you face during publications and technical input sharing. [Do you feel male researchers get more appreciation in general or in your work group/experience]","The challenges you face during publications and technical input sharing. [Have you ever faced challenges in prioritizing the au-thor sequence during publication]","The challenges you face during publications and technical input sharing. [Have you ever faced men are given priority over femaleresearcher]","The challenges you face during publications and technical input sharing. [Any other technical/ organisational issues you facednot mentioned in the above list]","Description (optional):","At which stage did you face the problem? [Studying]","At which stage did you face the problem? [As doctoral student]","At which stage did you face the problem? [After my doctoral degree]","Did you solve the problem?","How?","Description (optional):","At which stage did you face the problem? [Studying]","At which stage did you face the problem? [As doctoral student]","At which stage did you face the problem? [After my doctoral degree]","Did you solve the problem?","How?","Description (optional):","At which stage did you face the problem? [Studying]","At which stage did you face the problem? [As doctoral student]","At which stage did you face the problem? [After my doctoral degree]","Did you solve the problem?","How?","Description (optional):","At which stage did you face the problem? [Studying]","At which stage did you face the problem? [As doctoral student]","At which stage did you face the problem? [After my doctoral degree]","Did you solve the problem?","How?","Description (optional):","At which stage did you face the problem? [Studying]","At which stage did you face the problem? [As doctoral student]","At which stage did you face the problem? [After my doctoral degree]","Did you solve the problem?","How?","If you faced other problems or want to give some general tips for future female researchers please feel free to describe them below.","Feel free to leave us some feedback:","Total time","Group time: General Data","Question time: ScienceWorkingField","Question time: HighestDegree","Question time: CountryOfBirth","Question time: CountriesOfStudies","Question time: CountriesOfWork","Question time: CountryCurrentWork","Question time: CurrentPosition","Question time: Age","Group time: Cultural Stuff","Question time: CulturalStuffIntro","Group time: Cultural Stuff - (1)","Question time: ReligionDesc","Question time: ReligionDate","Question time: ReligionSolution","Question time: ReligionHow","Group time: Cultural Stuff - (2)","Question time: ClothingDescr","Question time: ClothingDate","Question time: ClothingSolution","Question time: ClothingHow","Group time: Cultural Stuff - (3)","Question time: NameChangingDescr","Question time: NameChangingDate","Question time: NameChangingSolution","Question time: NameChangingHow","Group time: Cultural Stuff - (4)","Question time: InfrastructureDescr","Question time: InfrastructureDate","Question time: InfrastructureSoluti","Question time: InfrastructureHow","Group time: Cultural Stuff - (5)","Question time: OthersDescr","Question time: OthersDate","Question time: OthersSolution","Question time: OthersHow","Group time: Personal Stuff","Question time: PersonalStuffIntro","Group time: Personal Stuff - (1)","Question time: HormonDescr","Question time: HormonDate","Question time: HormonSolution","Question time: HormonHow","Group time: Personal Stuff - (2)","Question time: PersonalLifeDescr","Question time: PersonalLifeDate","Question time: PersonalLifeSolution","Question time: PersonalLifeHow","Group time: Personal Stuff - (3)","Question time: ResponsibilityDescr","Question time: ResponsibilityDate","Question time: ResponsibilitySolut","Question time: ResponsibilityHow","Group time: Personal Stuff - (4)","Question time: PregnancyDescr","Question time: PregnancyDate","Question time: PregnancySolution","Question time: PregnancyHow","Group time: Personal Stuff - (5)","Question time: PersonalOthersDescr","Question time: PersonalOthersDate","Question time: PersonalOthersSoluti","Question time: PersonalOthersHow","Group time: Problems at work","Question time: WorkIntro","Group time: Problems at work - (1)","Question time: EqualityDescr","Question time: EqualityDate","Question time: EqualitySolution","Question time: EqualityHow","Group time: Problems at work - (2)","Question time: InsuffSupportDescr","Question time: InsuffSupportDate","Question time: InsuffSupportSolutio","Question time: InsuffSupportHow","Group time: Problems at work - (3)","Question time: CollaborationMenDesc","Question time: CollaborationMenDate","Question time: CollaborationMenSolu","Question time: CollaborationMenHow","Group time: Problems at work - (4)","Question time: WorkplaceDescr","Question time: WorkplaceDate","Question time: WorkplaceSolution","Question time: WorkplaceHow","Group time: Problems at work - (5)","Question time: WorkOthersDescr","Question time: WorkOthersDate","Question time: WorkOthersSolution","Question time: WorkOthersHow","Group time: Inequality in research work","Question time: InequalityIntro","Group time: Inequality in research work - (1)","Question time: LimitOpportunityDesc","Question time: LimitOpportunityDate","Question time: LimitOpportunitySolu","Question time: LimitOpportunityHow","Group time: Inequality in research work - (2)","Question time: AppreciateDescr","Question time: AppreciateDate","Question time: AppreciateSolution","Question time: AppreciateHow","Group time: ","Question time: PrioAuthorSeqDescr","Question time: PrioAuthorSeqDate","Question time: PrioAuthorSeqSolutio","Question time: PrioAuthorSeqHow","Group time: Inequality in research work - (4)","Question time: PrioGenderDescr","Question time: PrioGenderDate","Question time: PrioGenderSolution","Question time: PrioGenderHow","Group time: Inequality in research work - (5)","Question time: IssuesOtherDescr","Question time: IssuesOtherDate","Question time: IssuesOtherSolution","Question time: IssuesOtherHow","Group time: Personal experience","Question time: GeneralTips","Question time: GeneralFeedback"
"7","","-1","en","39375605","2021-05-21 11:42:11","2021-05-21 11:42:39","","","Germany","Germany","","","","","","Germany","No","No","No","No","No","No","No","","","N/A","N/A","N/A","N/A","N/A","","N/A","N/A","N/A","","","","N/A","N/A","N/A","","","","N/A","N/A","N/A","","","","N/A","N/A","N/A","","","","N/A","N/A","N/A","","","N/A","N/A","N/A","N/A","N/A","","N/A","N/A","N/A","","","","N/A","N/A","N/A","","","","N/A","N/A","N/A","","","","N/A","N/A","N/A","","","","N/A","N/A","N/A","","","N/A","N/A","N/A","N/A","N/A","","N/A","N/A","N/A","","","","N/A","N/A","N/A","","","","N/A","N/A","N/A","","","","N/A","N/A","N/A","","","","N/A","N/A","N/A","","","N/A","N/A","N/A","N/A","N/A","","N/A","N/A","N/A","","","","N/A","N/A","N/A","","","","N/A","N/A","N/A","","","","N/A","N/A","N/A","","","","N/A","N/A","N/A","","","","","7.02","7.02","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8","","13","en","1833915348","2021-05-25 10:03:33","2021-05-25 10:05:00","Computer Science ","PhD","Germany","Germany","","","Germany ","","","Germany","No","No","No","No","No","No","No","technical project lead in industry","30-40","No","No","No","No","No","","N/A","N/A","N/A","","","","N/A","N/A","N/A","","","","N/A","N/A","N/A","","","","N/A","N/A","N/A","","","","N/A","N/A","N/A","","","No","No","No","No","No","","N/A","N/A","N/A","","","","N/A","N/A","N/A","","","","N/A","N/A","N/A","","","","N/A","N/A","N/A","","","","N/A","N/A","N/A","","","N/A","N/A","N/A","N/A","N/A","","N/A","N/A","N/A","","","","N/A","N/A","N/A","","","","N/A","N/A","N/A","","","","N/A","N/A","N/A","","","","N/A","N/A","N/A","","","N/A","N/A","N/A","N/A","N/A","","N/A","N/A","N/A","","","","N/A","N/A","N/A","","","","N/A","N/A","N/A","","","","N/A","N/A","N/A","","","","N/A","N/A","N/A","","","","","88.26","57.41","","","","","","","","","16.77","","","","","","","","","","","","","","","","","","","","","","","","","","","14.08","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9","2021-05-25 10:15:43","26","en","784344894","2021-05-25 10:03:46","2021-05-25 10:15:43","Informatics (Digital Social Innovation)","Master","Germany","Germany","","","Germany","","","Germany","No","Yes","No","No","Yes","No","No","","26-30","No","No","No","Yes","Yes","","N/A","N/A","N/A","","","","N/A","N/A","N/A","","","","N/A","N/A","N/A","","","I am hearing-impaired and the infrastructure of my university is not always designed inclusive","Yes","Yes","No","Yes/Kind of","I was representative of the research associates and had the chance to discuss the infrastructure of some rooms at the campus. But it is only solved in a limited amount ","No answer","No","No","No","","","No","Yes","Yes","No","No","","N/A","N/A","N/A","","","Many male researcher become dad in the time of their PhD, I only know one woman who did. For me this is only a possibility after my PhD and it also has a bigger impact than for my male collegues","No","Yes","No","No","","No answer","No","No","No","","","","N/A","N/A","N/A","No","","","N/A","N/A","N/A","","","Yes","Yes","Yes","Yes","No","More administrative work for female","No","Yes","No","No","","If you never experienced how it feels to be underrepresented, you seldom can come up with sense-making solutions; ","Yes","Yes","No","No","","Unaware of stereotypes, unwilling to reflect their attitude","Yes","Yes","No","No","","No answer","No","No","No","","","","N/A","N/A","N/A","","","No","No","No","Yes","Yes","","N/A","N/A","N/A","","","","N/A","N/A","N/A","","","","N/A","N/A","N/A","","","No answer","No","No","No","","","No answer","No","No","No","","","","","725.58","57.64","","","","","","","","","40.68","","","","","","","","","","","","","","","","","216.28","","","","","13.06","","","","","24.51","","","","","","","89.9","","","","","7.42","","","","","7.14","","","","","","","","","","33.9","","36.45","","","","","86.48","","","","","38.88","","","","","4.92","","","","","","","","","","55.99","","","","","","","","","","","","","","","","","2.95","","","","","1.83","","","","","7.55","",""
"10","2021-05-25 10:44:20","26","en","450381514","2021-05-25 10:11:40","2021-05-25 10:44:20","Computer Science, Human Computer Interaction","Diploma","Germany","Germany","UK","","Germany","Austria","","Germany","No","No","No","Yes","No","No","No","",">40","No","No","Yes","No","No","","N/A","N/A","N/A","","","","N/A","N/A","N/A","","","Using a double name in science is demanding in Germany","No","No","Yes","Yes/Kind of","Using different names in science than in my private life.","","N/A","N/A","N/A","","","","N/A","N/A","N/A","","","Yes","Yes","Yes","No","No","Well menopause means that your hormones partly play crazy - but this is negatively seen in the public.  The same happens with the different hormone phase in pregnancy that influenced meetings. I can remember once when I was pregnant the first time when others gave me a kind of negative feedback about a meeting in which i ""overreacted"". ","No","No","Yes","Yes/Kind of","Well I was already in a fixed position so had nothing to fear. If it impacted any of my cooperations - I do not know. In some stages I wished I would have been more stable when it came to tough decisions and I had to fight for career options - then a hormone cycle can kind of play against you. ","I had my children only after tenure. This was risky as it was later in life and might have not happened. Also having children late means that in some carrier steps you have to combine / share life and taking care of children in later career stages. This is demanding when both parents are working. ","No","No","Yes","Yes/Kind of","Lot of effort in organizing professional child care to be able to be a caring parent but also continue my professional career and share the parenting with my partner. That was a very demanding time and was also very expensive when the children were small. We are lucky to have a ""nanny"" for more than 10 years and also were financially set to be able to finance child care. ","Evening meetings, conference trips and so one needed a lot of organization as my partner was also working and also traveling.","No","No","Yes","Yes/Kind of","A good child care infrastructure, combination of professional care, baby sitters and sometime the grand parents. It was a heavy load organizing all of this. ","","N/A","N/A","N/A","","","","N/A","N/A","N/A","","","Yes","Yes","Yes","No","No","Well, the idea that there is equality is not true, specifically when it comes to a career.  At all levels of my career there were obstacles for me as a women in science. When I was studying there was still the prejudice about a women studying in computer science, that they might not be capable, that a computer scientist cannot be pretty and clever, ... In my studies it was clearly mentioned by male students that they would never accept a women as a boss (1989). This might have changed but is was the mindset of that time. In all levels of my career I was the only women. When I had success it was then sometimes mentioned that it was because I was a women. Womens' topics and talking about equality was for decades something that women - such as me - were fighting for - it took until around 2020 when more men were stepping in and understanding equality as a responsibility for all genders. I have lost 20% of my intellectual potential and time because I was a women, because I had to show more to get the same positions, because I had to spend time in committee meetings when others made their careers, because I was not in the right boys networks, ... That is a loss not only for me but also a loss for a society as this did not happen to me but to many women. ","Yes","Yes","Yes","Yes/Kind of","Never give up, connect in women networks, reveal the inequality in all places and situations I see it, mentor young women, give women a voice, make institutions change and implement gender equality plans. ... keep moving forward.  ","For too many years I felt it was alway me mentioning to respect and be aware of inequality. For a decade I mentioned it in so many meeting, that it is not only Mitarbeiter but also Mitarbeiterin, that it is not man month but person months and so on.  Women were responsible for gender quality. Women who were acting to make change got a negative image as ""Emanze"" (feminist). The universities took and my institute took a long time to finally implement better rules for gender quality. Only in 2021 we see some gender equality plan  now on the university level, on the level of European Projects and so on. But is was a very long and low process. ","Yes","Yes","Yes","Yes/Kind of","Sticking to it, meeting and exchanging with other women, building networks of women. Promoting young women and giving them the support I never had. ","As I was often the only one, the rules on the table were that of men. But at the same time when I behave - as aggressively - as them i was the ""bitch"", I was difficult, I  was having ""hair on teeth"".  One not only had to work on one's own career but also had to navigate this with competing men who played not always fair. ","Yes","Yes","Yes","Yes/Kind of","Coaching, Courses, Networking. That has helped a lot. ","","N/A","N/A","N/A","","","","N/A","N/A","N/A","","","No","Yes","No","Yes","No","","N/A","N/A","N/A","","","It is a subtile process. Men know men, they cite men, the propose men for awards, they chose men for their team, the mentor men, they write better letters of recommendations for men. So the appreciation is constantly given more to men and than to women.  ","Yes","Yes","Yes","Yes/Kind of","When I was studying I thought it is all about competence. Only after time I found out about the other factors of networking and so on. 
As a doctoral student I did not have the problem so much as I was quite successful.
In the years as professor it was more difficult as I was now competing for resources, H-Index, Grants and so on. It took my years to get a standing there. 
But there were also  two male mentors who helped. ","","N/A","N/A","N/A","","","Often","Yes","Yes","Yes","Yes/Kind of","Observing it, trying to understand the game, be prepared and taking opportunities next time, next meeting .... ","","N/A","N/A","N/A","","","The more this topic get institutional support the better it will get. For example, the coming Horizon Europe Call for Research proposals demands a gender equality plan for each propels. and this plan needs to be published and signed in the Web page. Gender equality should no longer be nice to have, an option but it should be an institutional must. This will change a lot. ","This took more than ten minutes ;-) ","1964.85","38.64","","","","","","","","","32.12","","","","","","","","","","","","64.99","","","","","","","","","","","","","","","16.17","","217.67","","","","","170.15","","","","","86.11","","","","","","","","","","","","","","","31.42","","463.09","","","","","246.96","","","","","171.64","","","","","","","","","","","","","","","39.68","","","","","","","235.05","","","","","","","","","","46.67","","","","","","","","","","104.49","",""
"11","2021-05-25 10:49:41","26","en","129463396","2021-05-25 10:46:10","2021-05-25 10:49:41","Robotics","Master","Germany","Germany","Scotland","Spain","Germany","","","Germany","No","Yes","No","No","No","No","No","","20-25","No","No","No","No","No","","N/A","N/A","N/A","","","","N/A","N/A","N/A","","","","N/A","N/A","N/A","","","","N/A","N/A","N/A","","","","N/A","N/A","N/A","","","No","No","No","No","No","","N/A","N/A","N/A","","","","N/A","N/A","N/A","","","","N/A","N/A","N/A","","","","N/A","N/A","N/A","","","","N/A","N/A","N/A","","","No","No","No","No","No","","N/A","N/A","N/A","","","","N/A","N/A","N/A","","","","N/A","N/A","N/A","","","","N/A","N/A","N/A","","","","N/A","N/A","N/A","","","No","No","No","No","No","","N/A","N/A","N/A","","","","N/A","N/A","N/A","","","","N/A","N/A","N/A","","","","N/A","N/A","N/A","","","","N/A","N/A","N/A","","","I have the feeling that problems often lie with us women ourselves. For example, in the form of a lack of self-confidence, which can lead to holding back ideas or not daring to ask for help for fear of then looking stupid (especially as a woman).","","213.61","39.77","","","","","","","","","20.19","","","","","","","","","","","","","","","","","","","","","","","","","","","13.95","","","","","","","","","","","","","","","","","","","","","","","","","","","7.79","","","","","","","","","","","","","","","","","","","","","","","","","","","23.34","","","","","","","","","","","","","","","","","","","","","","","","","","","108.57","",""
"12","2021-05-25 11:18:55","26","de","2126594370","2021-05-25 10:51:45","2021-05-25 11:18:55","Informatics","PhD","Germany","Germany","","","Germany","Luxemburg ","USA","Germany","No","No","No","No","Yes","No","No","Lecturer","30-40","No","No","No","No","No","","N/A","N/A","N/A","","","","N/A","N/A","N/A","","","","N/A","N/A","N/A","","","","N/A","N/A","N/A","","","","N/A","N/A","N/A","","","No","Yes","Yes","No","No","","N/A","N/A","N/A","","","Limited contract lengths (serialization of short term contracts) make life planning difficult-> unreliable income.
In addition, the Limit of employment in general, I.e.  6 years before PhD and 6 years after PhD make a career in academia unattractive for Someone not pursuing a professor position. As a woman pursuing a professor position and family planning involves the need of a lot of flexibility and support from spouse, grandparents, ...","No","Yes","Yes","No","","More responsibilities in parenting resulted in reduced working hours which meant for me not being able to do both teaching and research, which means career stagnation.","No","No","Yes","No","","","N/A","N/A","N/A","No","","","N/A","N/A","N/A","","","No","No","No","No","No","","N/A","N/A","N/A","","","","N/A","N/A","N/A","","","","N/A","N/A","N/A","","","","N/A","N/A","N/A","","","","N/A","N/A","N/A","","","No","No","No","No","No","","N/A","N/A","N/A","","","","N/A","N/A","N/A","","","","N/A","N/A","N/A","","","","N/A","N/A","N/A","","","","N/A","N/A","N/A","","","Start thinking about whether want kids or not early, find supportive partner who is willing to share responsibilities equally. Plan ahead about times of leave, partial work times and prioritize the work that advances the career over housework/administrative tasks (rather get paid help). ","A mentoring program for women would be good that pairs women in early career stages with women in advanced stages to share knowledge about potential problems and things to plan ahead.","1632.6","92.46","","","","","","","","","33.15","","","","","","","","","","","","","","","","","","","","","","","","","","","50.36","","","","","","","454.47","","","","","194.31","","","","","47.73","","","","","","","","","","34.67","","","","","","","","","","","","","","","","","","","","","","","","","","","54.15","","","","","","","","","","","","","","","","","","","","","","","","","","","671.3","",""
"13","2021-05-25 11:06:35","26","de","81286667","2021-05-25 10:55:18","2021-05-25 11:06:35","Computer Sciences - Human Computer Interaction","PhD","Germany","Germany","Hungary","","Netherlands","US","","Germany","No","No","Yes","No","No","No","No","",">40","No","No","No","No","No","","N/A","N/A","N/A","","","","N/A","N/A","N/A","","","","N/A","N/A","N/A","","","","N/A","N/A","N/A","","","","N/A","N/A","N/A","","","No","Yes","No","No","No","","N/A","N/A","N/A","","","Care for my parents","No","No","Yes","Yes/Kind of","Moving back to Germany","","N/A","N/A","N/A","","","","N/A","N/A","N/A","","","","N/A","N/A","N/A","","","No","No","No","No","No","","N/A","N/A","N/A","","","","N/A","N/A","N/A","","","","N/A","N/A","N/A","","","","N/A","N/A","N/A","","","","N/A","N/A","N/A","","","No","No","No","No","No","","N/A","N/A","N/A","","","","N/A","N/A","N/A","","","","N/A","N/A","N/A","","","","N/A","N/A","N/A","","","","N/A","N/A","N/A","","","Meines Erachtens ist es hilfreich herauszufinden, ob es durch die Erziehung und Sozialisation rollenspezifische Einstellungen gibt, die hinderlich für eine Karriere sind. Wichtig ist, sich dann Rat zu suchen und an diesen Aspekten zu arbeiten. Ich bin mir sicher, dass es andere Frauen gibt, die ähnliche Erfahrungen gemacht haben und die gute Tipps geben können.","","736.17","79.85","","","","","","","","","66.58","","","","","","","","","","","","","","","","","","","","","","","","","","","132.09","","","","","","","39.5","","","","","","","","","","","","","","","","","","","","74.58","","","","","","","","","","","","","","","","","","","","","","","","","","","33.9","","","","","","","","","","","","","","","","","","","","","","","","","","","309.67","",""
"14","2021-05-25 11:18:02","26","en","1926726146","2021-05-25 11:12:36","2021-05-25 11:18:02","Computer Science","Master","Germany","Germany","Sweden","","Germany","","","Germany","No","Yes","No","No","No","No","No","","26-30","No","No","No","No","No","","N/A","N/A","N/A","","","","N/A","N/A","N/A","","","","N/A","N/A","N/A","","","","N/A","N/A","N/A","","","","N/A","N/A","N/A","","","No","Yes","Yes","No","No","","N/A","N/A","N/A","","","No answer","No","Yes","No","No","","No answer","Yes","Yes","No","No","","","N/A","N/A","N/A","No","","","N/A","N/A","N/A","","","No","Yes","No","No","No","","N/A","N/A","N/A","","","No answer","No","Yes","No","No","","","N/A","N/A","N/A","","","","N/A","N/A","N/A","","","","N/A","N/A","N/A","","","No","No","No","No","No","","N/A","N/A","N/A","","","","N/A","N/A","N/A","","","","N/A","N/A","N/A","","","","N/A","N/A","N/A","","","","N/A","N/A","N/A","","","","","334.2","107.32","","","","","","","","","52.15","","","","","","","","","","","","","","","","","","","","","","","","","","","28.54","","","","","","","30.69","","","","","19.45","","","","","13.96","","","","","","","","","","28.64","","","","","","","11.6","","","","","","","","","","","","","","","","","","","","27.87","","","","","","","","","","","","","","","","","","","","","","","","","","","13.98","",""
"15","","6","en","1653974418","2021-05-25 11:12:58","2021-05-25 11:14:22","Computer Science","Master","Germany","Germany","","","Germany","","","Germany","No","Yes","No","No","No","No","No","","30-40","No","No","No","No","Yes","","N/A","N/A","N/A","","","","N/A","N/A","N/A","","","","N/A","N/A","N/A","","","","N/A","N/A","N/A","","","No answer","N/A","N/A","N/A","","","N/A","N/A","N/A","N/A","N/A","","N/A","N/A","N/A","","","","N/A","N/A","N/A","","","","N/A","N/A","N/A","","","","N/A","N/A","N/A","","","","N/A","N/A","N/A","","","N/A","N/A","N/A","N/A","N/A","","N/A","N/A","N/A","","","","N/A","N/A","N/A","","","","N/A","N/A","N/A","","","","N/A","N/A","N/A","","","","N/A","N/A","N/A","","","N/A","N/A","N/A","N/A","N/A","","N/A","N/A","N/A","","","","N/A","N/A","N/A","","","","N/A","N/A","N/A","","","","N/A","N/A","N/A","","","","N/A","N/A","N/A","","","","","85.11","52.48","","","","","","","","","32.63","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"16","2021-05-25 12:17:00","26","en","783379623","2021-05-25 11:28:15","2021-05-25 12:17:00","Computer Science","Master","Thailand","Germany","","","Germany","","","Germany","No","Yes","No","No","Yes","No","No","","30-40","No","No","No","No","Yes","","N/A","N/A","N/A","","","","N/A","N/A","N/A","","","","N/A","N/A","N/A","","","","N/A","N/A","N/A","","","Too many tasks, no time for own research. Tasks are not what I originally applied for and not constructive to my skills.","No","Yes","No","No","","Yes","Yes","Yes","Yes","No","Monthly menstrual pain","No","Yes","No","No","","PhD delays settling down and entering job market","No","Yes","No","No","","Nursery not available in 2021, making continue researching difficult.","No","Yes","No","No","","Pregnancy syndromes slow down research","No","Yes","No","Yes/Kind of","Take it slowly. Drink a cup of green tea or diluted coffee a day. A 30 mins nap helps refreshing the brain.","","N/A","N/A","N/A","","","Yes","Yes","Yes","No","No","I‘m responsible of organization and coordination (which feels like a cliche female task) but do not get to do data analytics research with companies, even though I request to be included.","No","Yes","No","No","","No answer","No","Yes","No","No","","No answer","No","Yes","No","Yes/Kind of","Be more assertive and direct. ","","N/A","N/A","N/A","","","","N/A","N/A","N/A","","","No","No","No","Yes","No","","N/A","N/A","N/A","","","","N/A","N/A","N/A","","","","N/A","N/A","N/A","","","Male researchers are asked to join the project first. My request of joining was ignored.","No","Yes","No","No","","","N/A","N/A","N/A","","","","I‘m not sure if the work problems I face are gender related. I feel that it was because I did not research in neural networks, which is a hype, and because I was not assertive enough. But my other female colleagues feel that they were gender-related.","2931.93","181.72","","","","","","","","","33.77","","","","","","","","","","","","","","","","","","","","","","144.3","","","","","39.07","","71.09","","","","","188.19","","","","","96.32","","","","","143.88","","","","","","","","","","24.39","","152.2","","","","","14.33","","","","","1180.79","","","","","","","","","","","","","","","55.68","","","","","","","","","","","","","","","","","89.59","","","","","","","","","","516.61","",""
